stream_row_id,engine_id,mission_id,timestamp_s,altitude_m,ambient_temp_C,pressure_kPa,air_density_kg_m3,throttle_pct,load_pct,rpm,air_mass_flow_kg_s,fuel_flow_kg_s,torque_Nm,power_W,cht_C,egt_C,oil_temperature_C,oil_pressure_bar,vibration_rms,battery_voltage_V,alternator_current_A,injection_timing_deg,expected_rpm,expected_cht_C,expected_egt_C,physics_residual_C
10706,ENGINE_001,46,706,2380.68,40.49,36.586,0.40637,64.89,61.57,2242.69,0.02105,0.004507,230.29,54084.0,150.25,678.61,81.3,3.745,0.6607,28.103,38.01,24.593,2244.95,149.11,678.02,1.14
10707,ENGINE_001,46,707,2379.98,40.5,36.598,0.40649,64.95,62.24,2246.24,0.02109,0.004532,223.65,52609.4,148.13,674.22,80.97,3.702,0.7424,27.88,39.33,24.435,2244.95,149.12,678.02,-0.99
10708,ENGINE_001,46,708,2379.28,40.51,36.61,0.40661,65.01,63.09,2257.33,0.0212,0.004519,229.62,54279.6,150.35,672.03,80.53,3.776,0.7795,27.81,36.8,24.796,2244.96,149.12,678.02,1.23
10709,ENGINE_001,46,709,2378.57,40.53,36.622,0.40673,65.07,67.15,2266.61,0.02148,0.004781,239.49,56845.7,153.46,683.6,81.93,3.666,0.6972,28.025,40.29,24.963,2266.46,152.5,686.63,0.95
10710,ENGINE_001,46,710,2377.87,40.54,36.634,0.40685,65.13,64.89,2247.39,0.02112,0.004521,230.93,54348.3,148.16,676.8,81.22,3.638,0.7442,27.955,38.2,24.527,2244.96,149.13,678.03,-0.97
10711,ENGINE_001,46,711,2377.18,40.55,36.647,0.40697,65.2,67.52,2255.47,0.02142,0.004798,232.43,54898.8,151.59,696.49,82.18,3.718,0.653,27.879,39.38,24.668,2270.13,153.09,688.1,-1.5
10712,ENGINE_001,46,712,2376.48,40.56,36.659,0.40709,65.26,66.63,2249.34,0.02129,0.004697,232.37,54735.4,151.78,686.27,81.32,3.682,0.7632,27.923,40.13,24.775,2261.24,151.7,684.55,0.08
10713,ENGINE_001,46,713,2375.78,40.57,36.671,0.40721,65.32,62.42,2252.23,0.02119,0.00448,227.45,53645.8,151.15,684.78,80.98,3.689,0.7135,28.07,38.41,24.863,2244.96,149.15,678.04,2.01
10714,ENGINE_001,46,714,2375.09,40.58,36.683,0.40733,65.38,66.51,2254.39,0.02134,0.00462,233.74,55181.6,154.2,688.48,82.66,3.684,0.78,27.912,38.33,24.415,2260.04,151.52,684.07,2.68
10715,ENGINE_001,46,715,2374.4,40.59,36.695,0.40745,65.45,64.31,2238.99,0.02107,0.004484,223.05,52297.2,150.67,679.28,80.68,3.766,0.6797,27.935,39.51,24.603,2244.97,149.16,678.05,1.51
10716,ENGINE_001,46,716,2373.71,40.6,36.707,0.40757,65.51,64.25,2247.47,0.02116,0.00451,228.55,53789.5,147.47,679.17,78.92,3.667,0.6201,28.02,40.46,24.658,2244.97,149.16,678.06,-1.69
10717,ENGINE_001,46,717,2373.02,40.61,36.719,0.40769,65.57,62.1,2246.0,0.02115,0.004505,230.26,54158.1,148.05,678.9,81.25,3.693,0.709,28.102,36.19,24.419,2244.97,149.17,678.06,-1.12
10718,ENGINE_001,46,718,2372.33,40.62,36.73,0.40781,65.64,66.86,2258.92,0.02144,0.00475,234.71,55522.2,150.36,687.79,82.64,3.702,0.6914,27.961,39.34,24.641,2263.61,152.1,685.52,-1.74
10719,ENGINE_001,46,719,2371.64,40.63,36.742,0.40792,65.7,65.24,2259.01,0.02131,0.004519,233.61,55263.3,150.58,671.61,81.53,3.634,0.6954,27.899,37.3,24.726,2247.4,149.56,679.04,1.02
10720,ENGINE_001,46,720,2370.96,40.64,36.754,0.40804,65.76,67.33,2272.16,0.02161,0.004799,236.59,56294.2,154.85,691.19,81.84,3.733,0.6532,27.812,40.33,24.655,2268.29,152.85,687.4,2.01
10721,ENGINE_001,46,721,2370.28,40.66,36.766,0.40816,65.83,67.94,2283.33,0.02178,0.004753,241.93,57848.1,151.73,695.13,83.95,3.722,0.7625,28.044,40.7,24.829,2274.38,153.81,689.84,-2.08
10722,ENGINE_001,46,722,2369.6,40.67,36.778,0.40827,65.89,65.72,2262.94,0.0214,0.00456,226.54,53684.3,149.23,683.11,81.48,3.801,0.7038,28.067,39.15,24.501,2252.23,150.33,680.98,-1.11
10723,ENGINE_001,46,723,2368.92,40.68,36.79,0.40839,65.96,65.31,2254.58,0.0213,0.004523,232.66,54929.7,151.73,677.35,81.62,3.685,0.7405,28.037,39.23,24.494,2248.1,149.69,679.34,2.03
10724,ENGINE_001,46,724,2368.24,40.69,36.801,0.40851,66.02,66.47,2264.6,0.02149,0.004704,231.12,54809.4,151.32,690.33,82.24,3.741,0.6899,27.836,40.51,24.884,2259.72,151.52,683.98,-0.2
10725,ENGINE_001,46,725,2367.56,40.7,36.813,0.40862,66.09,64.62,2237.48,0.02112,0.004476,230.1,53914.6,148.7,681.88,80.84,3.695,0.6678,28.084,39.78,24.537,2244.99,149.21,678.1,-0.52
10726,ENGINE_001,46,726,2366.89,40.71,36.825,0.40873,66.15,68.22,2274.88,0.02175,0.004863,240.03,57180.5,154.65,686.46,82.6,3.761,0.708,27.935,39.54,24.609,2277.23,154.29,691.0,0.36
10727,ENGINE_001,46,727,2366.22,40.73,36.836,0.40885,66.22,66.22,2257.49,0.02142,0.004641,230.61,54516.3,152.31,682.91,82.14,3.833,0.7841,27.91,39.97,24.71,2257.18,151.14,682.98,1.16
10728,ENGINE_001,46,728,2365.55,40.74,36.848,0.40896,66.28,67.3,2272.22,0.02166,0.004803,233.55,55572.3,150.77,684.75,82.45,3.731,0.5673,28.11,39.91,24.756,2267.95,152.84,687.3,-2.06
10729,ENGINE_001,46,729,2364.88,40.75,36.86,0.40908,66.35,67.01,2272.88,0.02165,0.004717,234.06,55709.8,155.33,692.75,83.44,3.685,0.5972,28.113,40.56,24.653,2265.14,152.4,686.18,2.92
10730,ENGINE_001,46,730,2364.21,40.76,36.871,0.40919,66.41,65.22,2248.44,0.02127,0.004508,231.87,54595.6,146.79,678.89,81.37,3.698,0.7346,27.995,39.92,24.675,2247.23,149.6,679.02,-2.81
10731,ENGINE_001,46,731,2363.55,40.77,36.883,0.4093,66.48,65.92,2254.69,0.0214,0.004578,233.29,55082.8,151.11,685.83,80.93,3.649,0.5502,28.036,39.92,24.476,2254.21,150.7,681.81,0.41
10732,ENGINE_001,46,732,2362.89,40.79,36.894,0.40941,66.54,65.89,2244.96,0.02131,0.004619,232.29,54610.0,150.51,676.94,81.06,3.604,0.7529,27.912,40.18,24.316,2253.94,150.66,681.71,-0.15
10733,ENGINE_001,46,733,2362.23,40.8,36.906,0.40952,66.61,67.68,2271.72,0.02172,0.004733,236.03,56150.7,153.18,690.29,84.06,3.703,0.7836,28.034,40.26,24.665,2271.83,153.48,688.87,-0.3
10734,ENGINE_001,46,734,2361.57,40.81,36.917,0.40964,66.67,69.15,2281.68,0.02195,0.004946,244.23,58354.5,154.72,691.56,83.27,3.716,0.8409,27.99,40.18,24.816,2286.47,155.79,694.73,-1.07
10735,ENGINE_001,46,735,2360.91,40.82,36.929,0.40975,66.74,67.76,2283.08,0.02185,0.004822,236.83,56621.7,154.6,684.45,82.29,3.764,0.6619,27.961,39.31,24.792,2272.57,153.61,689.18,0.99
10736,ENGINE_001,46,736,2360.25,40.84,36.94,0.40986,66.81,68.94,2286.98,0.02199,0.005038,236.67,56681.0,156.7,695.61,83.64,3.671,0.7874,28.012,41.03,24.716,2284.4,155.47,693.91,1.22
10737,ENGINE_001,46,737,2359.6,40.85,36.952,0.40997,66.87,68.4,2280.21,0.02189,0.00494,241.92,57765.4,152.52,695.54,84.1,3.726,0.7195,28.276,39.87,24.562,2279.0,154.63,691.76,-2.11
10738,ENGINE_001,46,738,2358.95,40.86,36.963,0.41008,66.94,64.98,2247.89,0.02129,0.004373,225.77,53146.9,148.75,678.48,82.32,3.748,0.7014,27.896,39.08,24.551,2245.01,149.3,678.17,-0.55
10739,ENGINE_001,46,739,2358.3,40.87,36.974,0.41018,67.0,65.23,2250.73,0.02135,0.004467,229.64,54125.4,149.0,685.01,81.81,3.703,0.7296,27.909,40.58,24.832,2247.3,149.66,679.09,-0.66
10740,ENGINE_001,46,740,2357.65,40.89,36.985,0.41029,67.07,67.74,2268.91,0.02174,0.004879,235.57,55971.6,155.74,682.39,83.62,3.71,0.6011,27.941,38.71,24.426,2272.46,153.62,689.16,2.11
10741,ENGINE_001,46,741,2357.01,40.9,36.997,0.4104,67.14,67.04,2249.49,0.0215,0.004719,234.01,55126.0,150.5,683.05,82.79,3.766,0.538,27.83,40.37,24.655,2265.42,152.53,686.35,-2.03
10742,ENGINE_001,46,742,2356.36,40.91,37.008,0.41051,67.2,65.08,2245.51,0.0213,0.004499,230.35,54166.6,150.79,674.81,81.0,3.705,0.7514,28.048,40.08,24.548,2245.81,149.45,678.51,1.34
10743,ENGINE_001,46,743,2355.72,40.92,37.019,0.41062,67.27,68.6,2273.71,0.02187,0.004966,242.64,57774.2,151.79,692.38,84.75,3.748,0.7111,28.058,39.85,24.815,2281.04,154.99,692.61,-3.2
10744,ENGINE_001,46,744,2355.08,40.94,37.03,0.41072,67.34,68.06,2269.98,0.0218,0.004884,240.92,57269.0,152.55,685.74,84.53,3.751,0.6916,28.006,40.0,24.751,2275.59,154.14,690.43,-1.6
10745,ENGINE_001,46,745,2354.45,40.95,37.041,0.41083,67.4,67.57,2266.52,0.02173,0.004805,236.22,56066.0,152.19,685.6,82.32,3.695,0.6194,28.099,41.08,24.47,2270.74,153.39,688.5,-1.2
10746,ENGINE_001,46,746,2353.81,40.96,37.052,0.41093,67.47,70.64,2293.99,0.02226,0.005127,248.0,59576.3,157.4,701.07,85.5,3.72,0.7469,28.025,41.12,24.762,2301.46,158.22,700.79,-0.82
10747,ENGINE_001,46,747,2353.18,40.98,37.064,0.41104,67.53,68.66,2275.53,0.02192,0.004933,244.8,58333.3,156.87,697.51,85.63,3.713,0.7461,27.968,40.69,24.677,2281.67,155.12,692.88,1.75
10748,ENGINE_001,46,748,2352.55,40.99,37.075,0.41114,67.6,66.93,2261.65,0.02164,0.004626,232.11,54973.0,148.85,686.83,82.86,3.716,0.7978,28.045,37.98,24.677,2264.37,152.41,685.97,-3.56
10749,ENGINE_001,46,749,2351.92,41.0,37.085,0.41125,67.67,67.34,2268.07,0.02175,0.004844,241.24,57297.8,151.53,690.93,83.87,3.805,0.5776,28.061,42.17,24.903,2268.39,153.05,687.58,-1.52
10750,ENGINE_001,46,750,2351.29,41.02,37.096,0.41135,67.73,64.68,2248.13,0.02136,0.004452,223.87,52703.8,148.65,670.04,81.43,3.743,0.727,27.936,39.82,24.397,2245.03,149.38,678.24,-0.73
10751,ENGINE_001,46,751,2350.67,41.03,37.107,0.41146,67.8,71.49,2300.76,0.02243,0.005164,248.43,59856.2,160.01,704.84,86.11,3.8,0.7381,27.978,40.83,24.807,2309.95,159.59,704.22,0.42
10752,ENGINE_001,46,752,2350.05,41.04,37.118,0.41156,67.87,67.44,2269.33,0.02178,0.004762,236.34,56163.9,154.28,693.82,82.89,3.614,0.6769,27.884,39.52,24.607,2269.38,153.23,688.0,1.05
10753,ENGINE_001,46,753,2349.43,41.06,37.129,0.41166,67.93,66.93,2255.96,0.02162,0.004763,237.89,56199.2,152.38,683.46,83.45,3.745,0.7224,27.934,41.14,24.679,2264.33,152.44,685.98,-0.06
10754,ENGINE_001,46,754,2348.81,41.07,37.14,0.41176,68.0,68.97,2292.13,0.02215,0.004915,241.52,57972.9,156.38,695.25,83.21,3.736,0.5737,28.012,39.61,24.545,2284.78,155.66,694.17,0.72
10755,ENGINE_001,46,755,2348.2,41.08,37.151,0.41186,68.07,67.89,2271.71,0.02186,0.004815,240.27,57158.7,154.31,689.22,83.23,3.687,0.7576,28.17,42.19,24.412,2273.97,153.97,689.85,0.34
10756,ENGINE_001,46,756,2347.58,41.1,37.161,0.41197,68.13,66.52,2271.36,0.02175,0.00472,236.61,56278.6,151.49,679.77,83.17,3.791,0.7318,27.8,38.25,24.617,2260.21,151.82,684.35,-0.32
10757,ENGINE_001,46,757,2346.97,41.11,37.172,0.41207,68.2,66.61,2251.79,0.02157,0.004627,232.51,54827.0,153.12,692.22,81.43,3.696,0.638,28.071,38.91,24.567,2261.13,151.97,684.73,1.15
10758,ENGINE_001,46,758,2346.36,41.13,37.183,0.41217,68.27,68.87,2276.43,0.02201,0.004959,239.12,57002.5,154.35,696.07,84.16,3.706,0.7568,28.017,39.65,24.526,2283.76,155.53,693.79,-1.19
10759,ENGINE_001,46,759,2345.76,41.14,37.193,0.41227,68.33,68.42,2287.51,0.02208,0.0049,241.22,57783.0,154.0,693.66,83.27,3.762,0.6654,28.058,40.15,24.656,2279.2,154.82,691.96,-0.82
10760,ENGINE_001,46,760,2345.15,41.15,37.204,0.41236,68.4,67.89,2274.58,0.02192,0.004785,239.42,57027.2,152.64,683.98,83.56,3.747,0.8687,27.975,41.01,24.767,2273.98,154.01,689.88,-1.37
10761,ENGINE_001,46,761,2344.55,41.17,37.214,0.41246,68.47,69.21,2292.69,0.02221,0.004898,240.93,57845.7,156.4,689.91,84.64,3.695,0.7309,27.867,40.69,24.783,2287.12,156.08,695.15,0.32
10762,ENGINE_001,46,762,2343.95,41.18,37.225,0.41256,68.53,68.97,2285.99,0.02213,0.004916,239.76,57396.9,153.49,697.33,83.95,3.809,0.6735,28.086,41.45,24.937,2284.74,155.72,694.2,-2.23
10763,ENGINE_001,46,763,2343.36,41.2,37.235,0.41266,68.6,69.68,2290.67,0.02224,0.004992,240.09,57593.0,156.43,697.69,85.42,3.706,0.7692,28.165,40.49,24.785,2291.85,156.84,697.05,-0.42
10764,ENGINE_001,46,764,2342.76,41.21,37.246,0.41276,68.67,69.33,2289.47,0.0222,0.005065,246.99,59215.5,155.18,696.27,84.65,3.678,0.7465,28.02,39.14,24.628,2288.32,156.3,695.65,-1.11
10765,ENGINE_001,46,765,2342.17,41.22,37.256,0.41285,68.73,68.67,2286.63,0.02213,0.004926,235.17,56313.7,154.0,692.05,84.13,3.777,0.7211,27.929,41.34,24.732,2281.79,155.28,693.04,-1.28
10766,ENGINE_001,46,766,2341.58,41.24,37.266,0.41295,68.8,71.26,2303.24,0.02252,0.005241,253.4,61119.3,157.35,705.7,86.63,3.819,0.8031,28.151,42.48,24.821,2307.7,159.36,703.42,-2.01
10767,ENGINE_001,46,767,2340.99,41.25,37.277,0.41304,68.87,69.38,2280.23,0.02213,0.004957,244.07,58279.5,155.24,694.53,83.95,3.715,0.8016,27.915,41.08,24.701,2288.87,156.41,695.89,-1.16
10768,ENGINE_001,46,768,2340.41,41.27,37.287,0.41314,68.93,66.25,2269.25,0.02176,0.004662,231.21,54944.1,153.92,681.28,82.04,3.662,0.6927,27.805,40.59,24.684,2257.58,151.5,683.38,2.42
10769,ENGINE_001,46,769,2339.82,41.28,37.297,0.41323,69.0,70.1,2295.66,0.02236,0.005054,249.92,60082.0,158.82,696.23,85.21,3.776,0.7839,28.143,41.15,24.774,2296.05,157.55,698.78,1.26
10770,ENGINE_001,46,770,2339.24,41.3,37.307,0.41333,69.06,70.66,2300.01,0.02245,0.005202,247.29,59561.3,154.89,703.86,85.45,3.75,0.7301,27.807,41.3,24.703,2301.71,158.45,701.04,-3.56
10771,ENGINE_001,46,771,2338.67,41.31,37.318,0.41342,69.13,69.22,2296.4,0.0223,0.004988,247.19,59443.3,156.76,690.77,85.06,3.802,0.706,27.886,39.53,24.455,2287.25,156.19,695.27,0.57
10772,ENGINE_001,46,772,2338.09,41.32,37.328,0.41351,69.2,70.47,2297.52,0.02242,0.005186,244.65,58861.7,159.77,702.72,85.96,3.739,0.6292,28.043,42.25,24.793,2299.8,158.17,700.3,1.6
10773,ENGINE_001,46,773,2337.52,41.34,37.338,0.4136,69.26,70.71,2313.45,0.0226,0.005148,250.77,60751.5,159.33,708.6,86.84,3.75,0.6706,28.197,41.18,24.723,2302.17,158.55,701.25,0.79
10774,ENGINE_001,46,774,2336.95,41.35,37.348,0.4137,69.33,68.15,2277.4,0.02204,0.004896,236.89,56495.6,155.76,691.29,83.49,3.683,0.6604,28.048,40.21,24.634,2276.59,154.54,691.02,1.22
10775,ENGINE_001,46,775,2336.38,41.37,37.358,0.41379,69.39,69.4,2282.7,0.0222,0.00493,242.43,57950.7,156.61,693.98,84.93,3.798,0.7418,27.962,41.88,24.802,2289.09,156.51,696.03,0.11
10776,ENGINE_001,46,776,2335.82,41.38,37.368,0.41388,69.46,69.62,2281.61,0.02221,0.004988,243.53,58186.7,155.52,694.83,84.77,3.783,0.6915,28.032,41.84,24.712,2291.27,156.86,696.91,-1.34
10777,ENGINE_001,46,777,2335.26,41.4,37.377,0.41397,69.53,70.79,2308.31,0.02258,0.005241,248.09,59969.4,158.79,707.47,85.05,3.743,0.7818,28.032,40.44,24.797,2302.98,158.71,701.6,0.08
10778,ENGINE_001,46,778,2334.7,41.41,37.387,0.41406,69.59,70.26,2287.84,0.02234,0.005099,245.85,58901.4,159.35,705.51,85.45,3.742,0.7536,28.061,42.14,24.854,2297.65,157.88,699.48,1.47
10779,ENGINE_001,46,779,2334.14,41.43,37.397,0.41415,69.66,70.1,2289.54,0.02235,0.005146,250.17,59980.2,158.59,699.12,85.47,3.682,0.7031,28.113,40.02,24.714,2296.1,157.65,698.87,0.94
10780,ENGINE_001,46,780,2333.58,41.44,37.407,0.41424,69.72,71.89,2309.47,0.0227,0.005344,252.33,61024.6,161.88,702.64,87.28,3.74,0.7429,27.907,41.53,24.954,2314.02,160.47,706.04,1.41
10781,ENGINE_001,46,781,2333.03,41.46,37.417,0.41432,69.79,71.18,2314.65,0.0227,0.005251,251.82,61039.5,160.77,703.06,86.57,3.627,0.7144,27.96,40.7,24.719,2306.84,159.35,703.18,1.42
10782,ENGINE_001,46,782,2332.48,41.47,37.426,0.41441,69.85,71.17,2319.07,0.02274,0.005227,247.85,60191.1,160.65,699.43,87.42,3.736,0.7679,28.054,42.07,24.525,2306.79,159.35,703.17,1.29
10783,ENGINE_001,46,783,2331.94,41.49,37.436,0.4145,69.92,70.44,2301.71,0.02251,0.005082,249.06,60031.7,159.09,707.07,87.14,3.777,0.7098,28.111,40.52,24.822,2299.48,158.21,700.25,0.87
10784,ENGINE_001,46,784,2331.39,41.5,37.445,0.41458,69.98,69.54,2284.42,0.02227,0.005008,244.57,58507.7,157.19,695.24,85.51,3.785,0.6984,27.921,40.94,24.86,2290.44,156.8,696.64,0.39
10785,ENGINE_001,46,785,2330.85,41.52,37.455,0.41467,70.04,69.07,2296.67,0.02236,0.004967,246.25,59224.0,158.78,698.06,84.34,3.791,0.5972,28.19,42.11,24.819,2285.81,156.08,694.8,2.7
10786,ENGINE_001,46,786,2330.31,41.53,37.464,0.41476,70.11,69.65,2290.46,0.02235,0.00503,245.31,58840.5,157.52,691.75,85.67,3.724,0.8402,28.034,41.11,24.79,2291.62,157.0,697.13,0.52
10787,ENGINE_001,46,787,2329.78,41.55,37.474,0.41484,70.17,71.01,2309.89,0.02266,0.005261,245.52,59389.3,160.47,700.06,85.08,3.81,0.7709,28.044,40.86,24.675,2305.16,159.14,702.56,1.33
10788,ENGINE_001,46,788,2329.24,41.56,37.483,0.41492,70.24,70.68,2314.2,0.02268,0.005207,251.68,60992.2,158.45,699.78,86.46,3.829,0.8335,27.874,40.75,24.604,2301.89,158.64,701.25,-0.18
10789,ENGINE_001,46,789,2328.71,41.58,37.493,0.41501,70.3,71.95,2308.69,0.02274,0.00529,252.51,61047.2,159.89,705.07,86.73,3.801,0.7363,27.845,41.09,24.698,2314.57,160.64,706.33,-0.75
10790,ENGINE_001,46,790,2328.19,41.59,37.502,0.41509,70.37,73.01,2325.38,0.02301,0.005539,261.29,63628.7,161.14,706.29,86.86,3.809,0.838,28.006,40.88,24.881,2325.18,162.31,710.58,-1.17
10791,ENGINE_001,46,791,2327.66,41.61,37.511,0.41517,70.43,70.73,2296.09,0.02252,0.005191,242.53,58315.4,157.1,703.51,87.13,3.719,0.8856,28.134,40.55,24.85,2302.36,158.74,701.47,-1.64
10792,ENGINE_001,46,792,2327.14,41.62,37.52,0.41526,70.49,70.96,2312.11,0.0227,0.005252,250.16,60569.6,158.54,703.22,85.47,3.849,0.7837,27.959,41.44,24.807,2304.72,159.12,702.42,-0.58
10793,ENGINE_001,46,793,2326.62,41.64,37.53,0.41534,70.56,72.58,2314.05,0.02287,0.005412,254.93,61776.4,160.95,712.24,88.83,3.769,0.7866,28.043,42.16,24.694,2320.93,161.68,708.91,-0.72
10794,ENGINE_001,46,794,2326.1,41.65,37.539,0.41542,70.62,72.75,2314.51,0.02289,0.005415,258.9,62749.7,162.08,712.26,88.09,3.782,0.7454,27.915,42.12,24.816,2322.64,161.95,709.6,0.13
10795,ENGINE_001,46,795,2325.59,41.67,37.548,0.4155,70.68,70.78,2300.07,0.02258,0.00512,248.56,59868.3,160.11,703.01,86.0,3.816,0.7488,27.965,42.16,24.628,2302.87,158.86,701.7,1.25
10796,ENGINE_001,46,796,2325.08,41.68,37.557,0.41558,70.74,69.96,2301.96,0.02253,0.005149,247.4,59637.1,156.87,695.84,84.3,3.801,0.7465,27.882,39.73,24.841,2294.71,157.58,698.44,-0.71
10797,ENGINE_001,46,797,2324.57,41.7,37.566,0.41566,70.81,71.08,2311.39,0.02273,0.005163,246.78,59732.0,160.07,702.11,87.95,3.84,0.7556,27.976,40.28,24.752,2305.9,159.35,702.93,0.72
10798,ENGINE_001,46,798,2324.07,41.71,37.575,0.41574,70.87,69.61,2291.15,0.02241,0.005012,244.75,58722.1,159.15,694.11,86.28,3.788,0.7193,27.988,40.92,24.643,2291.15,157.04,697.04,2.11
10799,ENGINE_001,46,799,2323.56,41.73,37.583,0.41581,70.93,75.83,2372.26,0.02377,0.005729,265.86,66046.6,166.17,718.38,89.84,3.912,0.6912,27.97,42.96,24.701,2359.97,166.83,721.93,-0.66
10800,ENGINE_001,46,800,2323.06,41.74,37.592,0.41589,70.99,71.49,2304.46,0.02271,0.005256,255.12,61565.8,159.92,704.43,86.66,3.74,0.7817,28.079,41.37,24.711,2310.05,160.03,704.62,-0.11
10801,ENGINE_001,46,801,2322.57,41.76,37.601,0.41597,71.05,72.06,2322.44,0.02294,0.005324,257.06,62518.9,161.95,708.6,88.05,3.79,0.7836,27.874,42.69,24.827,2315.67,160.93,706.87,1.03
10802,ENGINE_001,46,802,2322.07,41.77,37.61,0.41604,71.12,70.97,2307.39,0.0227,0.005162,246.58,59580.6,158.88,703.9,85.54,3.791,0.8367,27.991,42.08,24.539,2304.84,159.23,702.55,-0.35
10803,ENGINE_001,46,803,2321.58,41.79,37.618,0.41612,71.18,69.76,2284.54,0.02237,0.005042,245.19,58658.0,157.58,696.7,84.4,3.788,0.8353,27.826,42.08,24.869,2292.74,157.34,697.72,0.24
10804,ENGINE_001,46,804,2321.09,41.8,37.627,0.41619,71.24,71.11,2297.47,0.02262,0.005174,255.04,61360.5,161.4,708.67,86.31,3.78,0.7212,28.101,42.2,24.89,2306.2,159.47,703.11,1.94
10805,ENGINE_001,46,805,2320.61,41.82,37.636,0.41627,71.3,69.01,2288.53,0.02236,0.004974,238.76,57219.2,156.99,695.08,83.32,3.76,0.7297,27.953,41.41,24.755,2285.24,156.18,694.73,0.81
10806,ENGINE_001,46,806,2320.13,41.83,37.644,0.41634,71.36,72.2,2315.86,0.02291,0.005372,249.25,60448.3,160.9,708.22,87.36,3.719,0.7495,28.142,42.08,24.687,2317.1,161.2,707.49,-0.3
10807,ENGINE_001,46,807,2319.65,41.85,37.653,0.41642,71.42,71.04,2296.95,0.02262,0.005183,249.5,60013.6,160.23,706.05,85.24,3.743,0.7207,27.801,40.3,24.689,2305.52,159.39,702.86,0.84
10808,ENGINE_001,46,808,2319.17,41.86,37.661,0.41649,71.48,71.91,2327.46,0.02301,0.005346,252.69,61587.7,159.08,710.51,86.79,3.752,0.8082,27.962,41.86,24.806,2314.24,160.77,706.36,-1.68
10809,ENGINE_001,46,809,2318.7,41.88,37.669,0.41656,71.54,70.49,2293.74,0.02255,0.00509,248.46,59681.2,156.59,698.13,85.42,3.715,0.6783,27.984,40.62,24.824,2300.04,158.55,700.69,-1.96
10810,ENGINE_001,46,810,2318.23,41.9,37.678,0.41663,71.6,69.89,2282.42,0.02239,0.005064,240.24,57420.7,158.28,698.59,85.04,3.689,0.7956,28.037,39.52,24.786,2294.0,157.61,698.28,0.67
10811,ENGINE_001,46,811,2317.76,41.91,37.686,0.4167,71.66,71.43,2297.97,0.02268,0.005258,249.38,60011.6,160.27,717.88,88.07,3.762,0.7737,28.012,43.28,24.828,2309.41,160.04,704.45,0.24
10812,ENGINE_001,46,812,2317.3,41.93,37.694,0.41678,71.72,72.73,2320.2,0.02302,0.005462,249.72,60675.8,162.84,715.76,86.89,3.798,0.8293,27.98,42.62,25.16,2322.45,162.1,709.68,0.75
10813,ENGINE_001,46,813,2316.84,41.94,37.702,0.41685,71.78,69.72,2291.82,0.02248,0.005135,243.41,58419.3,157.63,697.72,86.79,3.669,0.6826,27.961,39.24,24.496,2292.3,157.37,697.63,0.26
10814,ENGINE_001,46,814,2316.38,41.96,37.71,0.41691,71.84,73.4,2335.86,0.02325,0.005477,261.03,63852.1,163.64,713.78,87.73,3.764,0.7931,28.073,42.35,24.739,2329.16,163.17,712.38,0.47
10815,ENGINE_001,46,815,2315.92,41.97,37.719,0.41698,71.89,77.01,2378.85,0.02401,0.005882,271.21,67561.0,171.35,728.49,91.47,3.862,0.7806,28.049,42.96,25.019,2381.23,168.84,726.8,2.51
10816,ENGINE_001,46,816,2315.47,41.99,37.727,0.41705,71.95,72.04,2310.97,0.02289,0.005353,253.32,61305.2,161.35,710.42,87.06,3.752,0.6705,27.943,42.14,24.64,2315.52,161.05,706.94,0.3
10817,ENGINE_001,46,817,2315.02,42.0,37.734,0.41712,72.01,71.42,2311.54,0.02284,0.005322,249.22,60327.4,162.02,708.27,87.43,3.767,0.7633,27.866,42.69,24.691,2309.32,160.08,704.47,1.93
10818,ENGINE_001,46,818,2314.58,42.02,37.742,0.41719,72.07,72.16,2310.66,0.0229,0.005337,251.91,60956.2,164.3,706.01,86.58,3.754,0.7681,28.076,43.35,24.695,2316.73,161.26,707.44,3.04
10819,ENGINE_001,46,819,2314.13,42.03,37.75,0.41725,72.13,72.27,2318.16,0.02299,0.005289,253.61,61564.6,159.9,707.35,87.93,3.739,0.7724,28.046,42.63,24.796,2317.85,161.44,707.9,-1.54
10820,ENGINE_001,46,820,2313.69,42.05,37.758,0.41732,72.18,70.0,2297.97,0.02259,0.005148,244.81,58912.8,159.24,697.66,85.84,3.678,0.7611,27.947,41.88,24.761,2295.14,157.88,698.83,1.36
10821,ENGINE_001,46,821,2313.26,42.06,37.766,0.41738,72.24,74.8,2336.21,0.0234,0.005694,256.34,62714.1,165.19,723.55,89.38,3.811,0.7372,28.052,42.53,24.912,2343.11,165.43,718.02,-0.24
10822,ENGINE_001,46,822,2312.82,42.08,37.773,0.41745,72.3,71.71,2310.89,0.02288,0.005255,251.78,60930.1,159.82,706.55,86.61,3.812,0.8188,28.041,41.9,24.713,2312.2,160.59,705.67,-0.77
10823,ENGINE_001,46,823,2312.39,42.1,37.781,0.41751,72.35,71.81,2309.92,0.02288,0.005349,252.97,61192.8,159.32,705.33,88.53,3.808,0.8249,27.965,41.98,24.774,2313.22,160.76,706.09,-1.44
10824,ENGINE_001,46,824,2311.97,42.11,37.789,0.41757,72.41,72.41,2312.83,0.02297,0.005313,255.51,61884.4,160.89,704.64,87.74,3.797,0.7938,28.148,43.13,24.747,2319.19,161.7,708.48,-0.81
